setting_name,include_labels,include_meshes,top_k,idx,gold,pred,first_answer,confidence,used_retrieval,t_self_ms,t_retrieve_ms,t_total_ms
no_labels_mesh,0,0,2,839,no,maybe,maybe,medium,1,115.161,68.705,199.324
no_labels_mesh,0,0,2,840,no,maybe,maybe,medium,1,115.310,68.608,197.146
no_labels_mesh,0,0,2,841,yes,maybe,maybe,medium,1,114.354,67.657,196.380
no_labels_mesh,0,0,2,842,no,yes,yes,high,0,114.371,0.000,114.372
no_labels_mesh,0,0,2,843,yes,maybe,maybe,medium,1,114.999,67.042,200.081
no_labels_mesh,0,0,2,844,yes,maybe,maybe,medium,1,114.407,67.768,195.530
no_labels_mesh,0,0,2,845,no,maybe,maybe,medium,1,114.663,67.029,195.893
no_labels_mesh,0,0,2,846,no,yes,maybe,medium,1,114.481,67.629,196.350
no_labels_mesh,0,0,2,847,yes,yes,yes,high,0,114.482,0.000,114.483
no_labels_mesh,0,0,2,848,yes,maybe,maybe,medium,1,114.883,68.606,200.703
no_labels_mesh,0,0,2,849,no,yes,maybe,medium,1,114.482,67.644,197.979
no_labels_mesh,0,0,2,850,no,yes,yes,high,0,114.771,0.000,114.771
no_labels_mesh,0,0,2,851,yes,no,no,high,0,114.821,0.000,114.821
no_labels_mesh,0,0,2,852,yes,yes,yes,high,0,115.249,0.000,115.249
no_labels_mesh,0,0,2,853,yes,no,maybe,medium,1,114.390,67.709,194.590
no_labels_mesh,0,0,2,854,yes,yes,yes,high,0,114.801,0.000,114.802
no_labels_mesh,0,0,2,855,no,no,no,high,0,114.543,0.000,114.543
no_labels_mesh,0,0,2,856,yes,maybe,maybe,low,1,114.347,67.565,195.911
no_labels_mesh,0,0,2,857,maybe,maybe,maybe,medium,1,114.443,67.346,200.744
no_labels_mesh,0,0,2,858,yes,yes,yes,high,0,114.588,0.000,114.588
no_labels_mesh,0,0,2,859,no,maybe,maybe,medium,1,114.547,67.824,202.724
no_labels_mesh,0,0,2,860,yes,maybe,maybe,medium,1,114.210,67.505,196.899
no_labels_mesh,0,0,2,861,yes,yes,yes,high,0,114.425,0.000,114.425
no_labels_mesh,0,0,2,862,yes,yes,yes,high,0,114.773,0.000,114.774
no_labels_mesh,0,0,2,863,yes,maybe,maybe,medium,1,114.176,67.710,192.573
no_labels_mesh,0,0,2,864,yes,maybe,maybe,medium,1,114.484,67.566,196.294
no_labels_mesh,0,0,2,865,no,maybe,maybe,medium,1,114.550,67.691,195.377
no_labels_mesh,0,0,2,866,no,maybe,maybe,medium,1,114.346,68.499,196.999
no_labels_mesh,0,0,2,867,yes,no,no,high,0,114.557,0.000,114.558
no_labels_mesh,0,0,2,868,yes,maybe,maybe,medium,1,114.258,67.735,191.880
no_labels_mesh,0,0,2,869,no,maybe,maybe,medium,1,114.398,67.545,194.839
no_labels_mesh,0,0,2,870,yes,maybe,maybe,medium,1,114.367,67.996,200.663
no_labels_mesh,0,0,2,871,maybe,maybe,maybe,medium,1,114.019,67.856,192.580
no_labels_mesh,0,0,2,872,no,no,no,high,0,114.449,0.000,114.450
no_labels_mesh,0,0,2,873,no,maybe,maybe,medium,1,113.795,68.038,195.179
no_labels_mesh,0,0,2,874,no,maybe,maybe,medium,1,114.447,67.543,194.993
no_labels_mesh,0,0,2,875,yes,maybe,maybe,medium,1,114.559,67.965,196.368
no_labels_mesh,0,0,2,876,yes,maybe,maybe,medium,1,114.015,67.348,195.852
no_labels_mesh,0,0,2,877,maybe,maybe,maybe,medium,1,115.454,66.982,192.926
no_labels_mesh,0,0,2,878,yes,maybe,maybe,medium,1,114.144,68.012,194.293
no_labels_mesh,0,0,2,879,yes,maybe,maybe,low,1,114.306,67.558,196.758
no_labels_mesh,0,0,2,880,yes,maybe,maybe,medium,1,114.444,67.538,197.030
no_labels_mesh,0,0,2,881,no,maybe,maybe,medium,1,114.684,67.759,192.811
no_labels_mesh,0,0,2,882,yes,maybe,maybe,medium,1,114.528,67.594,202.069
no_labels_mesh,0,0,2,883,maybe,yes,yes,high,0,114.579,0.000,114.579
no_labels_mesh,0,0,2,884,yes,maybe,maybe,medium,1,114.988,68.874,204.525
no_labels_mesh,0,0,2,885,maybe,yes,yes,high,0,661.781,0.000,661.781
no_labels_mesh,0,0,2,886,yes,maybe,maybe,medium,1,114.897,67.557,192.735
no_labels_mesh,0,0,2,887,no,maybe,maybe,medium,1,114.392,67.719,195.171
no_labels_mesh,0,0,2,888,yes,yes,maybe,medium,1,114.098,67.678,195.488
no_labels_mesh,0,0,2,889,yes,maybe,maybe,medium,1,114.957,67.567,197.840
no_labels_mesh,0,0,2,890,no,maybe,maybe,medium,1,114.985,68.738,202.177
no_labels_mesh,0,0,2,891,no,maybe,maybe,medium,1,114.101,67.445,202.014
no_labels_mesh,0,0,2,892,maybe,maybe,maybe,medium,1,114.571,67.520,194.646
no_labels_mesh,0,0,2,893,yes,maybe,maybe,medium,1,114.754,67.262,195.595
no_labels_mesh,0,0,2,894,yes,yes,yes,high,0,114.372,0.000,114.372
no_labels_mesh,0,0,2,895,yes,yes,maybe,medium,1,115.130,69.050,199.129
no_labels_mesh,0,0,2,896,no,yes,yes,high,0,114.261,0.000,114.261
no_labels_mesh,0,0,2,897,no,maybe,maybe,medium,1,114.936,68.684,196.636
no_labels_mesh,0,0,2,898,yes,no,no,high,0,113.922,0.000,113.923
no_labels_mesh,0,0,2,899,no,maybe,maybe,medium,1,114.755,67.800,191.201
no_labels_mesh,0,0,2,900,no,yes,yes,high,0,114.220,0.000,114.220
no_labels_mesh,0,0,2,901,no,yes,yes,high,0,113.790,0.000,113.790
no_labels_mesh,0,0,2,902,no,yes,yes,high,0,114.632,0.000,114.633
no_labels_mesh,0,0,2,903,yes,maybe,maybe,medium,1,115.242,67.398,198.393
no_labels_mesh,0,0,2,904,yes,maybe,maybe,medium,1,114.260,67.409,196.207
no_labels_mesh,0,0,2,905,yes,yes,yes,high,0,660.327,0.000,660.327
no_labels_mesh,0,0,2,906,yes,yes,yes,high,0,114.791,0.000,114.792
no_labels_mesh,0,0,2,907,no,maybe,maybe,medium,1,114.733,67.233,197.575
no_labels_mesh,0,0,2,908,maybe,maybe,maybe,medium,1,114.602,67.580,196.402
no_labels_mesh,0,0,2,909,maybe,yes,yes,high,0,114.763,0.000,114.763
no_labels_mesh,0,0,2,910,maybe,yes,yes,high,0,114.868,0.000,114.869
no_labels_mesh,0,0,2,911,yes,yes,yes,high,0,114.353,0.000,114.353
no_labels_mesh,0,0,2,912,yes,maybe,maybe,medium,1,114.606,67.686,194.459
no_labels_mesh,0,0,2,913,yes,yes,yes,high,0,114.264,0.000,114.265
no_labels_mesh,0,0,2,914,no,maybe,maybe,medium,1,115.024,67.117,194.786
no_labels_mesh,0,0,2,915,yes,maybe,maybe,medium,1,114.428,68.320,196.021
no_labels_mesh,0,0,2,916,no,yes,maybe,medium,1,114.313,67.502,193.776
no_labels_mesh,0,0,2,917,maybe,maybe,maybe,medium,1,114.751,67.712,196.874
no_labels_mesh,0,0,2,918,yes,maybe,maybe,medium,1,113.737,67.579,194.937
no_labels_mesh,0,0,2,919,yes,yes,yes,high,0,661.234,0.000,661.235
no_labels_mesh,0,0,2,920,yes,yes,yes,high,0,114.280,0.000,114.280
no_labels_mesh,0,0,2,921,yes,yes,yes,high,0,660.458,0.000,660.459
no_labels_mesh,0,0,2,922,yes,maybe,maybe,medium,1,115.309,67.613,201.457
no_labels_mesh,0,0,2,923,maybe,maybe,maybe,medium,1,114.206,67.735,199.186
no_labels_mesh,0,0,2,924,yes,maybe,maybe,medium,1,114.777,67.580,195.309
no_labels_mesh,0,0,2,925,yes,yes,maybe,medium,1,114.477,67.661,194.517
no_labels_mesh,0,0,2,926,no,yes,yes,high,0,660.627,0.000,660.627
no_labels_mesh,0,0,2,927,maybe,maybe,maybe,medium,1,114.965,68.906,197.169
no_labels_mesh,0,0,2,928,yes,maybe,maybe,medium,1,114.519,68.481,192.022
no_labels_mesh,0,0,2,929,yes,maybe,maybe,medium,1,114.319,67.495,194.885
no_labels_mesh,0,0,2,930,yes,maybe,maybe,medium,1,114.125,68.407,196.030
no_labels_mesh,0,0,2,931,yes,yes,maybe,medium,1,114.331,67.522,199.811
no_labels_mesh,0,0,2,932,yes,maybe,no,medium,1,661.319,67.897,742.366
no_labels_mesh,0,0,2,933,yes,yes,yes,high,0,660.099,0.000,660.099
no_labels_mesh,0,0,2,934,no,maybe,maybe,medium,1,114.775,67.914,195.260
no_labels_mesh,0,0,2,935,yes,yes,yes,high,0,114.603,0.000,114.603
no_labels_mesh,0,0,2,936,no,maybe,maybe,medium,1,114.317,68.573,197.983
no_labels_mesh,0,0,2,937,no,maybe,maybe,medium,1,114.292,67.576,202.092
no_labels_mesh,0,0,2,938,yes,maybe,maybe,medium,1,114.336,67.586,193.709
no_labels_mesh,0,0,2,939,yes,maybe,maybe,medium,1,114.588,68.037,196.540
no_labels_mesh,0,0,2,940,no,maybe,maybe,medium,1,114.770,68.584,197.904
no_labels_mesh,0,0,2,941,no,maybe,maybe,medium,1,114.768,67.733,195.646
no_labels_mesh,0,0,2,942,yes,yes,yes,high,0,660.543,0.000,660.543
no_labels_mesh,0,0,2,943,no,maybe,maybe,medium,1,113.882,68.183,195.217
no_labels_mesh,0,0,2,944,yes,maybe,maybe,medium,1,113.879,67.386,194.345
no_labels_mesh,0,0,2,945,yes,no,no,high,0,114.978,0.000,114.979
no_labels_mesh,0,0,2,946,no,yes,yes,high,0,114.371,0.000,114.372
no_labels_mesh,0,0,2,947,maybe,yes,yes,high,0,114.891,0.000,114.891
no_labels_mesh,0,0,2,948,yes,maybe,maybe,medium,1,114.794,67.565,193.944
no_labels_mesh,0,0,2,949,no,maybe,maybe,medium,1,114.372,68.106,199.364
no_labels_mesh,0,0,2,950,no,yes,yes,high,0,661.613,0.000,661.613
no_labels_mesh,0,0,2,951,yes,yes,yes,high,0,114.607,0.000,114.607
no_labels_mesh,0,0,2,952,no,yes,yes,high,0,659.434,0.000,659.435
no_labels_mesh,0,0,2,953,yes,maybe,maybe,medium,1,114.651,66.998,196.768
no_labels_mesh,0,0,2,954,no,maybe,maybe,medium,1,114.679,67.661,194.979
no_labels_mesh,0,0,2,955,maybe,maybe,maybe,medium,1,114.247,67.383,195.229
no_labels_mesh,0,0,2,956,no,yes,yes,high,0,114.396,0.000,114.396
no_labels_mesh,0,0,2,957,no,maybe,maybe,medium,1,114.668,68.930,198.699
no_labels_mesh,0,0,2,958,yes,maybe,maybe,medium,1,113.909,67.562,202.127
no_labels_mesh,0,0,2,959,no,maybe,maybe,medium,1,114.783,67.796,200.256
no_labels_mesh,0,0,2,960,yes,maybe,maybe,medium,1,114.172,67.465,196.621
no_labels_mesh,0,0,2,961,yes,maybe,maybe,medium,1,114.598,67.549,202.366
no_labels_mesh,0,0,2,962,yes,yes,yes,high,0,659.834,0.000,659.834
no_labels_mesh,0,0,2,963,yes,maybe,maybe,medium,1,114.645,67.734,197.057
no_labels_mesh,0,0,2,964,yes,maybe,maybe,medium,1,114.172,68.216,195.440
no_labels_mesh,0,0,2,965,no,maybe,maybe,medium,1,113.965,67.852,194.749
no_labels_mesh,0,0,2,966,maybe,yes,yes,high,0,114.444,0.000,114.444
no_labels_mesh,0,0,2,967,no,maybe,maybe,medium,1,114.251,67.708,192.500
no_labels_mesh,0,0,2,968,no,yes,yes,high,0,660.751,0.000,660.752
no_labels_mesh,0,0,2,969,no,maybe,maybe,low,1,115.486,68.958,194.705
no_labels_mesh,0,0,2,970,maybe,yes,yes,high,0,114.532,0.000,114.533
no_labels_mesh,0,0,2,971,yes,yes,yes,high,0,114.532,0.000,114.533
no_labels_mesh,0,0,2,972,yes,maybe,maybe,medium,1,114.618,67.861,193.385
no_labels_mesh,0,0,2,973,no,maybe,maybe,medium,1,114.440,67.553,194.179
no_labels_mesh,0,0,2,974,yes,yes,yes,high,0,660.619,0.000,660.619
no_labels_mesh,0,0,2,975,yes,maybe,maybe,medium,1,114.442,67.506,196.667
no_labels_mesh,0,0,2,976,no,maybe,maybe,medium,1,114.350,67.851,202.601
no_labels_mesh,0,0,2,977,yes,maybe,maybe,medium,1,114.089,67.488,194.091
no_labels_mesh,0,0,2,978,maybe,yes,yes,high,0,114.282,0.000,114.282
no_labels_mesh,0,0,2,979,yes,maybe,maybe,medium,1,114.274,67.608,202.416
no_labels_mesh,0,0,2,980,yes,yes,yes,high,0,114.634,0.000,114.635
no_labels_mesh,0,0,2,981,yes,maybe,maybe,medium,1,114.580,68.718,198.443
no_labels_mesh,0,0,2,982,yes,yes,maybe,medium,1,114.704,68.359,195.460
no_labels_mesh,0,0,2,983,yes,maybe,maybe,medium,1,115.024,69.361,200.246
no_labels_mesh,0,0,2,984,yes,maybe,maybe,medium,1,114.418,67.563,197.613
no_labels_mesh,0,0,2,985,no,maybe,maybe,medium,1,114.758,67.478,194.339
no_labels_mesh,0,0,2,986,no,maybe,maybe,medium,1,114.295,68.238,196.574
no_labels_mesh,0,0,2,987,yes,maybe,maybe,medium,1,114.326,67.641,193.763
no_labels_mesh,0,0,2,988,yes,maybe,maybe,medium,1,114.563,67.757,196.792
no_labels_mesh,0,0,2,989,no,yes,maybe,medium,1,114.256,67.717,203.240
no_labels_mesh,0,0,2,990,no,maybe,maybe,medium,1,115.050,66.622,194.323
no_labels_mesh,0,0,2,991,maybe,maybe,maybe,medium,1,114.739,67.050,192.673
no_labels_mesh,0,0,2,992,yes,yes,yes,high,0,114.061,0.000,114.061
no_labels_mesh,0,0,2,993,no,yes,yes,high,0,660.251,0.000,660.251
no_labels_mesh,0,0,2,994,no,yes,maybe,medium,1,114.713,67.528,196.888
no_labels_mesh,0,0,2,995,no,maybe,maybe,medium,1,114.756,67.843,206.469
no_labels_mesh,0,0,2,996,no,maybe,maybe,medium,1,113.966,67.550,196.619
no_labels_mesh,0,0,2,997,no,yes,yes,high,0,114.368,0.000,114.369
no_labels_mesh,0,0,2,998,no,yes,yes,high,0,113.985,0.000,113.985
no_labels_mesh,0,0,2,999,yes,maybe,maybe,medium,1,114.699,67.686,194.219
no_labels_mesh,0,0,2,1000,no,maybe,maybe,medium,1,114.187,68.007,194.975
no_labels_mesh,0,0,3,1,yes,yes,yes,high,0,114.228,0.000,114.228
no_labels_mesh,0,0,3,2,no,yes,maybe,medium,1,113.885,67.941,202.014
no_labels_mesh,0,0,3,3,yes,maybe,maybe,medium,1,114.753,67.824,195.240
no_labels_mesh,0,0,3,4,no,no,maybe,medium,1,114.765,67.972,194.657
no_labels_mesh,0,0,3,5,yes,maybe,maybe,medium,1,114.449,67.444,195.520
no_labels_mesh,0,0,3,6,yes,yes,maybe,medium,1,114.339,67.715,196.243
no_labels_mesh,0,0,3,7,maybe,yes,yes,high,0,115.138,0.000,115.138
no_labels_mesh,0,0,3,8,no,yes,yes,high,0,114.852,0.000,114.852
no_labels_mesh,0,0,3,9,no,maybe,maybe,medium,1,114.355,68.060,198.289
no_labels_mesh,0,0,3,10,yes,maybe,maybe,medium,1,114.566,67.729,200.780
no_labels_mesh,0,0,3,11,yes,maybe,maybe,low,1,114.926,67.631,194.069
no_labels_mesh,0,0,3,12,no,no,maybe,medium,1,114.350,67.647,197.298
no_labels_mesh,0,0,3,13,yes,maybe,maybe,medium,1,113.983,67.859,199.623
no_labels_mesh,0,0,3,14,no,yes,yes,high,0,660.762,0.000,660.762
no_labels_mesh,0,0,3,15,yes,yes,yes,high,0,114.784,0.000,114.784
no_labels_mesh,0,0,3,16,yes,yes,maybe,medium,1,114.618,67.834,201.662
no_labels_mesh,0,0,3,17,yes,yes,yes,high,0,114.752,0.000,114.753
no_labels_mesh,0,0,3,18,yes,yes,yes,high,0,114.304,0.000,114.305
no_labels_mesh,0,0,3,19,yes,yes,yes,high,0,114.316,0.000,114.317
no_labels_mesh,0,0,3,20,yes,yes,yes,high,0,114.281,0.000,114.282
no_labels_mesh,0,0,3,21,yes,yes,maybe,medium,1,114.223,67.930,195.509
no_labels_mesh,0,0,3,22,yes,maybe,maybe,medium,1,114.246,67.585,197.875
no_labels_mesh,0,0,3,23,yes,yes,yes,high,0,114.310,0.000,114.311
no_labels_mesh,0,0,3,24,yes,maybe,maybe,medium,1,114.874,68.732,197.235
no_labels_mesh,0,0,3,25,yes,maybe,maybe,medium,1,114.416,67.731,200.859
no_labels_mesh,0,0,3,26,no,yes,yes,high,0,114.752,0.000,114.753
no_labels_mesh,0,0,3,27,yes,maybe,maybe,medium,1,115.840,67.835,195.106
no_labels_mesh,0,0,3,28,maybe,maybe,maybe,medium,1,114.763,68.742,197.494
no_labels_mesh,0,0,3,29,yes,no,no,high,0,114.933,0.000,114.934
no_labels_mesh,0,0,3,30,yes,no,no,high,0,114.596,0.000,114.597
no_labels_mesh,0,0,3,31,no,yes,maybe,medium,1,114.740,67.832,196.963
no_labels_mesh,0,0,3,32,maybe,maybe,maybe,medium,1,114.501,68.125,205.461
no_labels_mesh,0,0,3,33,no,yes,yes,high,0,114.411,0.000,114.412
no_labels_mesh,0,0,3,34,yes,maybe,no,medium,1,660.049,68.047,742.187
no_labels_mesh,0,0,3,35,yes,maybe,maybe,medium,1,114.618,68.780,202.746
no_labels_mesh,0,0,3,36,no,yes,yes,high,0,114.658,0.000,114.658
no_labels_mesh,0,0,3,37,no,yes,yes,high,0,114.912,0.000,114.912
no_labels_mesh,0,0,3,38,no,yes,yes,high,0,114.337,0.000,114.337
no_labels_mesh,0,0,3,39,yes,maybe,maybe,high,0,115.417,0.000,115.418
no_labels_mesh,0,0,3,40,no,maybe,maybe,medium,1,114.610,67.838,197.809
no_labels_mesh,0,0,3,41,yes,maybe,maybe,medium,1,115.300,69.039,207.174
no_labels_mesh,0,0,3,42,yes,maybe,maybe,medium,1,114.521,68.094,195.422
no_labels_mesh,0,0,3,43,maybe,maybe,maybe,medium,1,114.431,67.709,197.661
no_labels_mesh,0,0,3,44,no,yes,yes,high,0,661.528,0.000,661.529
no_labels_mesh,0,0,3,45,yes,maybe,maybe,medium,1,114.217,67.736,195.647
no_labels_mesh,0,0,3,46,yes,yes,yes,high,0,114.724,0.000,114.725
no_labels_mesh,0,0,3,47,yes,yes,yes,high,0,114.704,0.000,114.705
no_labels_mesh,0,0,3,48,yes,maybe,maybe,medium,1,114.356,67.988,197.479
no_labels_mesh,0,0,3,49,yes,maybe,maybe,medium,1,114.653,67.809,197.359
no_labels_mesh,0,0,3,50,no,no,no,high,0,114.877,0.000,114.877
no_labels_mesh,0,0,3,51,maybe,yes,yes,high,0,114.506,0.000,114.507
no_labels_mesh,0,0,3,52,maybe,maybe,maybe,medium,1,114.964,67.989,198.748
no_labels_mesh,0,0,3,53,no,yes,maybe,medium,1,114.617,67.688,195.898
no_labels_mesh,0,0,3,54,yes,maybe,maybe,medium,1,114.699,67.759,195.550
no_labels_mesh,0,0,3,55,maybe,maybe,maybe,medium,1,114.289,68.504,197.450
no_labels_mesh,0,0,3,56,yes,yes,yes,high,0,114.415,0.000,114.415
no_labels_mesh,0,0,3,57,no,no,no,high,0,114.361,0.000,114.361
no_labels_mesh,0,0,3,58,maybe,yes,yes,high,0,114.620,0.000,114.621
no_labels_mesh,0,0,3,59,no,maybe,maybe,medium,1,114.595,67.307,195.071
no_labels_mesh,0,0,3,60,yes,no,no,high,0,114.362,0.000,114.363
no_labels_mesh,0,0,3,61,yes,yes,yes,high,0,114.419,0.000,114.420
no_labels_mesh,0,0,3,62,no,yes,yes,high,0,114.423,0.000,114.423
no_labels_mesh,0,0,3,63,yes,yes,yes,high,0,114.639,0.000,114.640
no_labels_mesh,0,0,3,64,yes,maybe,maybe,low,1,114.121,68.123,196.841
no_labels_mesh,0,0,3,65,no,no,no,high,0,114.662,0.000,114.662
no_labels_mesh,0,0,3,66,no,maybe,maybe,high,0,115.402,0.000,115.403
no_labels_mesh,0,0,3,67,no,maybe,maybe,medium,1,114.589,67.775,196.031
no_labels_mesh,0,0,3,68,yes,yes,yes,high,0,113.994,0.000,113.995
no_labels_mesh,0,0,3,69,no,maybe,maybe,medium,1,114.844,67.788,196.086
no_labels_mesh,0,0,3,70,yes,yes,yes,high,0,114.244,0.000,114.244
no_labels_mesh,0,0,3,71,maybe,no,maybe,medium,1,114.515,67.678,192.304
no_labels_mesh,0,0,3,72,yes,maybe,maybe,medium,1,114.525,68.505,197.054
no_labels_mesh,0,0,3,73,yes,maybe,maybe,medium,1,114.576,68.791,198.957
no_labels_mesh,0,0,3,74,yes,maybe,maybe,medium,1,114.470,67.823,195.112
no_labels_mesh,0,0,3,75,yes,maybe,maybe,medium,1,114.144,67.958,196.022
no_labels_mesh,0,0,3,76,maybe,yes,maybe,medium,1,114.534,67.786,197.861
no_labels_mesh,0,0,3,77,yes,yes,yes,high,0,114.394,0.000,114.394
no_labels_mesh,0,0,3,78,maybe,yes,yes,high,0,114.405,0.000,114.406
no_labels_mesh,0,0,3,79,yes,maybe,maybe,medium,1,114.517,68.153,198.759
no_labels_mesh,0,0,3,80,yes,yes,maybe,medium,1,114.758,67.760,197.291
no_labels_mesh,0,0,3,81,yes,maybe,maybe,medium,1,115.204,67.692,198.131
no_labels_mesh,0,0,3,82,yes,maybe,maybe,medium,1,114.382,68.519,202.448
no_labels_mesh,0,0,3,83,yes,maybe,maybe,medium,1,115.129,68.950,196.719
no_labels_mesh,0,0,3,84,yes,yes,yes,high,0,114.486,0.000,114.487
no_labels_mesh,0,0,3,85,maybe,yes,yes,high,0,659.964,0.000,659.965
no_labels_mesh,0,0,3,86,maybe,no,no,high,0,661.139,0.000,661.139
no_labels_mesh,0,0,3,87,maybe,yes,maybe,medium,1,115.230,67.495,197.626
no_labels_mesh,0,0,3,88,yes,yes,yes,high,0,114.556,0.000,114.556
no_labels_mesh,0,0,3,89,yes,yes,yes,high,0,660.849,0.000,660.849
no_labels_mesh,0,0,3,90,maybe,maybe,maybe,medium,1,115.471,68.935,200.228
no_labels_mesh,0,0,3,91,yes,yes,yes,high,0,114.665,0.000,114.666
no_labels_mesh,0,0,3,92,maybe,maybe,maybe,medium,1,114.751,68.821,198.588
no_labels_mesh,0,0,3,93,yes,yes,maybe,medium,1,114.274,67.916,198.453
no_labels_mesh,0,0,3,94,yes,maybe,maybe,medium,1,114.825,67.829,198.091
no_labels_mesh,0,0,3,95,no,yes,yes,high,0,115.020,0.000,115.021
no_labels_mesh,0,0,3,96,no,yes,yes,high,0,114.530,0.000,114.530
no_labels_mesh,0,0,3,97,yes,yes,maybe,medium,1,114.520,69.242,198.712
no_labels_mesh,0,0,3,98,yes,yes,maybe,medium,1,114.445,67.783,197.220
no_labels_mesh,0,0,3,99,no,maybe,maybe,medium,1,114.776,68.749,197.874
no_labels_mesh,0,0,3,100,yes,yes,yes,high,0,660.520,0.000,660.521
no_labels_mesh,0,0,3,101,yes,yes,maybe,medium,1,114.702,68.227,197.631
no_labels_mesh,0,0,3,102,yes,yes,maybe,medium,1,115.032,68.617,197.959
no_labels_mesh,0,0,3,103,yes,yes,yes,high,0,114.902,0.000,114.902
no_labels_mesh,0,0,3,104,yes,yes,yes,high,0,114.300,0.000,114.301
no_labels_mesh,0,0,3,105,maybe,no,no,high,0,114.705,0.000,114.706
no_labels_mesh,0,0,3,106,yes,yes,maybe,medium,1,114.533,67.863,197.966
no_labels_mesh,0,0,3,107,maybe,no,no,high,0,74.425,0.000,74.426
no_labels_mesh,0,0,3,108,no,maybe,maybe,medium,1,114.610,67.759,195.588
no_labels_mesh,0,0,3,109,yes,yes,maybe,medium,1,114.976,68.935,198.424
no_labels_mesh,0,0,3,110,yes,maybe,maybe,low,1,114.671,68.552,202.658
no_labels_mesh,0,0,3,111,maybe,maybe,maybe,medium,1,114.560,67.875,195.153
no_labels_mesh,0,0,3,112,maybe,maybe,maybe,medium,1,114.133,68.508,198.446
no_labels_mesh,0,0,3,113,no,no,no,high,0,114.547,0.000,114.547
no_labels_mesh,0,0,3,114,no,yes,yes,high,0,114.440,0.000,114.440
no_labels_mesh,0,0,3,115,no,yes,yes,high,0,113.468,0.000,113.468
no_labels_mesh,0,0,3,116,maybe,maybe,maybe,medium,1,114.599,69.057,200.103
no_labels_mesh,0,0,3,117,yes,maybe,maybe,medium,1,114.555,67.741,197.905
no_labels_mesh,0,0,3,118,yes,maybe,maybe,medium,1,661.570,68.820,750.283
no_labels_mesh,0,0,3,119,yes,no,no,high,0,113.636,0.000,113.636
no_labels_mesh,0,0,3,120,yes,yes,yes,high,0,115.360,0.000,115.361
no_labels_mesh,0,0,3,121,yes,yes,yes,high,0,115.334,0.000,115.335
no_labels_mesh,0,0,3,122,yes,maybe,maybe,medium,1,114.503,68.040,197.944
no_labels_mesh,0,0,3,123,yes,yes,yes,high,0,114.820,0.000,114.821
no_labels_mesh,0,0,3,124,maybe,yes,maybe,medium,1,114.401,68.901,196.517
no_labels_mesh,0,0,3,125,yes,yes,yes,high,0,660.473,0.000,660.473
no_labels_mesh,0,0,3,126,yes,yes,yes,high,0,114.755,0.000,114.756
no_labels_mesh,0,0,3,127,maybe,no,no,high,0,114.557,0.000,114.558
no_labels_mesh,0,0,3,128,maybe,maybe,maybe,medium,1,114.890,68.842,197.926
no_labels_mesh,0,0,3,129,maybe,maybe,maybe,low,1,114.786,68.591,198.741
no_labels_mesh,0,0,3,130,maybe,yes,maybe,medium,1,114.824,67.181,195.710
no_labels_mesh,0,0,3,131,no,yes,yes,high,0,114.868,0.000,114.868
no_labels_mesh,0,0,3,132,yes,yes,maybe,medium,1,114.393,67.971,201.926
no_labels_mesh,0,0,3,133,no,maybe,maybe,medium,1,114.996,67.837,203.667
no_labels_mesh,0,0,3,134,yes,maybe,maybe,medium,1,114.549,67.986,195.300
no_labels_mesh,0,0,3,135,yes,yes,yes,high,0,114.236,0.000,114.236
no_labels_mesh,0,0,3,136,yes,yes,maybe,medium,1,114.424,67.977,201.133
no_labels_mesh,0,0,3,137,yes,maybe,maybe,medium,1,114.213,67.682,194.501
no_labels_mesh,0,0,3,138,yes,yes,yes,high,0,660.423,0.000,660.424
no_labels_mesh,0,0,3,139,maybe,yes,maybe,medium,1,114.571,68.843,200.262
no_labels_mesh,0,0,3,140,yes,maybe,maybe,medium,1,115.324,68.907,200.374
no_labels_mesh,0,0,3,141,yes,maybe,maybe,medium,1,114.455,68.523,201.864
no_labels_mesh,0,0,3,142,yes,yes,yes,high,0,114.489,0.000,114.489
no_labels_mesh,0,0,3,143,maybe,maybe,maybe,medium,1,113.435,68.198,194.293
no_labels_mesh,0,0,3,144,no,maybe,maybe,high,0,114.156,0.000,114.156
no_labels_mesh,0,0,3,145,yes,yes,yes,high,0,114.389,0.000,114.389
no_labels_mesh,0,0,3,146,yes,yes,maybe,medium,1,114.633,67.755,198.020
no_labels_mesh,0,0,3,147,no,yes,yes,high,0,114.474,0.000,114.475
no_labels_mesh,0,0,3,148,maybe,maybe,maybe,medium,1,114.567,68.802,196.154
no_labels_mesh,0,0,3,149,yes,yes,yes,high,0,114.366,0.000,114.367
no_labels_mesh,0,0,3,150,no,yes,yes,high,0,114.350,0.000,114.350
no_labels_mesh,0,0,3,151,no,maybe,maybe,medium,1,114.172,68.017,198.282
no_labels_mesh,0,0,3,152,no,maybe,maybe,medium,1,114.636,67.729,197.119
no_labels_mesh,0,0,3,153,yes,maybe,maybe,medium,1,114.741,68.068,197.800
no_labels_mesh,0,0,3,154,yes,yes,yes,high,0,114.831,0.000,114.831
no_labels_mesh,0,0,3,155,yes,yes,maybe,medium,1,114.191,67.867,197.469
no_labels_mesh,0,0,3,156,yes,yes,maybe,medium,1,114.179,67.477,197.923
no_labels_mesh,0,0,3,157,yes,yes,yes,high,0,114.548,0.000,114.549
no_labels_mesh,0,0,3,158,maybe,maybe,maybe,medium,1,114.779,68.113,198.166
